代码		名称    		涨幅%		现价		涨跌		涨速%		DDE净量		总手		换手%		量比		所属行业		现手		开盘		昨收		最高		最低		买价		卖价		市盈(动)		市净率		买量		卖量		委比%		振幅%		金额		均笔额		笔数		手/笔		外盘		内盘		总市值		流通市值		贡献度		 
SZ002849	威星智能	-1.21		26.14		-0.32		--		-0.07		844543		2.20		0.62		电气设备	51400--		26.76		26.46		26.77		26.08		26.14		26.28		49.41		4.03		4600		700		+66.53		2.61		22,356,814	17589.94	1271		664		319286		525257		2265467538	1001805044	--		
SZ002851	麦格米特	+2.89		38.78		+1.09		--		-0.13		2454147		2.89		1.10		电气设备	42000--		38.10		37.69		39.18		37.60		38.76		38.78		71.96		5.25		500		3100		-67.32		4.19		94,975,498	22913.27	4145		592		1289007		1165140		7006233297	3297376416	--		
SZ002858	力盛赛车	+2.19		38.69		+0.83		--		-0.10		932138		3.02		0.96		传媒		38700--		38.60		37.86		39.19		37.60		38.69		38.70		亏损		6.15		5900		4600		-4.92		4.20		35,913,511	19830.76	1811		515		450950		481188		2443660400	1192715975	--		
SZ002859	洁美科技	+2.78		35.82		+0.97		--		0.20		3099085		2.86		0.85		其他电子	29390--		35.10		34.85		36.08		34.88		35.82		35.88		77.81		6.66		24370		1200		-15.13		3.44		110,345,270	27394.56	4028		769		1685971		1413114		9159174000	3885117902	--		
SZ002863	今飞凯达	-1.44		10.30		-0.15		--		0.83		43529206	23.43		2.58		汽车零部件	302400--	10.62		10.45		11.50		10.08		10.29		10.30		67.62		4.21		3600		36830		+68.88		13.59		474,585,350	13315.71	35641		1221		22417401	21111805	3878465000	1913562840	--		
SZ002864	盘龙药业	-3.83		58.45		-2.33		--		-0.62		7801002		36.00		0.73		中药		219700--	60.97		60.78		63.40		58.05		58.45		58.48		131.7		8.96		9000		3600		+53.78		8.80		472,574,270	18342.43	25764		303		3393679		4407323		5065861500	1266611500	--		
SZ002865	钧达股份	+4.01		21.81		+0.84		--		0.44		7220296		24.07		0.83		汽车零部件	98400--		21.28		20.97		22.40		21.28		21.80		21.81		45.22		3.05		40600		27300		-20.23		5.34		157,963,480	14736.77	10719		674		3576048		3644248		2617200000	654300000	--		
SZ002871	伟隆股份	-0.99		35.00		-0.35		--		-0.31		817500		4.81		0.57		通用设备	64200--		35.70		35.35		35.73		35.00		34.99		35.00		45.10		4.21		100		19800		-89.88		2.07		28,938,694	16059.21	1802		454		421700		395800		2380000000	595000000	--		
SZ002873	新天药业	+2.64		47.42		+1.22		--		0.20		2299865		13.36		0.88		中药		32900--		46.50		46.20		48.62		46.19		47.41		47.42		47.68		5.11		900		2200		-63.74		5.26		109,570,570	19059.07	5749		400		1158000		1141865		3266289600	816572400	--		
SZ002875	安奈儿		+1.08		30.00		+0.32		--		0.21		977600		3.91		1.01		服装家纺	21600--		29.75		29.68		30.42		29.08		30.00		30.01		21.12		3.76		9700		1200		+48.66		4.51		29,405,152	17534.38	1677		583		547400		430200		3048903000	750000000	--		
SZ002877	智能自控	-7.36		18.64		-1.48		--		-4.16		22150622	42.64		1.72		仪器仪表	262290--	19.44		20.12		19.80		18.11		18.64		18.65		90.75		6.50		12310		2300		+77.94		8.40		416,885,480	13517.69	30840		718		9379245		12771377	3873541120	968385280	--		
SZ002878	元隆雅图	+2.16		43.56		+0.92		--		0.29		1355300		7.19		0.56		传媒		15500--		43.45		42.64		44.05		42.66		43.56		43.57		41.82		6.16		100		3100		+63.43		3.26		58,965,545	17933.56	3288		412		701800		653500		3336926868	820670400	--		
SZ002881	美格智能	+2.37		34.15		+0.79		--		1.72		6408665		24.03		1.43		电子制造	93200--		36.70		33.36		36.70		33.90		34.14		34.15		87.25		7.23		500		7900		+36.70		8.39		228,049,260	20227.89	11274		568		3089352		3319313		3642780500	910780500	--		
SZ002882	金龙羽		+0.56		12.63		+0.07		--		-0.05		1436344		1.80		0.48		电气设备	40800--		12.60		12.56		12.75		12.55		12.62		12.63		30.08		3.74		15956		7400		+34.06		1.59		18,159,093	12220.12	1486		967		570232		866112		5367750000	1010400000	--		
SZ002883	中设股份	+0.71		50.98		+0.36		--		-0.49		982085		7.37		0.38		建筑装饰	20700--		50.80		50.62		51.36		49.51		50.98		50.99		57.34		6.94		2900		1400		-17.50		3.65		49,768,267	16338.89	3046		322		476470		505615		2718941830	679741830	--		
SZ002884	凌霄泵业	+2.18		52.60		+1.12		--		0.10		685300		3.54		0.53		通用设备	32500--		51.68		51.48		52.60		51.50		52.58		52.60		25.51		3.28		300		1239		+62.98		2.14		35,694,694	22677.70	1574		435		351600		333700		4074922000	1018862000	--		
SZ002886	沃特股份	-3.13		33.69		-1.09		--		-1.09		2046708		10.44		0.78		化工合成材料	36100--		34.77		34.78		35.39		33.00		33.68		33.69		65.88		4.15		200		1500		+59.17		6.87		69,582,015	16391.52	4245		482		946522		1100186		2642357235	660593520	--		
SZ002888	惠威科技	-4.25		30.85		-1.37		--		-0.86		3629660		17.47		0.67		视听器材	80800--		32.36		32.22		32.48		30.52		30.85		30.86		107.4		5.83		3400		900		+12.16		6.08		114,572,062	16012.87	7155		507		1411661		2217999		2564177960	641063000	--		
SZ002889	东方嘉盛	+5.31		27.17		+1.37		--		0.76		3623747		10.49		1.80		物流		46500--		26.11		25.80		28.27		26.11		27.17		27.18		17.04		2.78		8576		12252		-14.90		8.37		98,314,395	16737.21	5874		617		2035823		1587924		3752215853	938180100	--		
SZ002890	弘宇股份	-4.65		34.02		-1.66		--		0.05		1447400		8.68		0.52		专用设备	35300--		34.77		35.68		34.77		33.14		34.01		34.02		75.80		4.42		8300		1200		+83.96		4.57		49,304,944	14859.84	3318		436		664900		782500		2268113400	567113400	--		
SZ002896	中大力德	-0.19		41.48		-0.08		--		0.02		1810700		9.05		1.04		通用设备	27000--		43.00		41.56		43.33		41.21		41.45		41.48		65.48		6.10		200		1200		+64.36		5.10		76,202,955	23418.24	3254		556		799800		1010900		3318400000	829600000	--		
SZ002897	意华股份	-4.69		37.56		-1.85		--		-0.71		4920178		18.45		1.13		电子制造	62400--		38.50		39.41		40.22		37.22		37.55		37.57		59.25		3.59		3200		2700		+23.75		7.61		189,106,240	15873.94	11913		413		1914582		3005596		4006525200	1001725200	--		
SZ002898	赛隆药业	+0.54		22.51		+0.12		--		0.25		2989850		7.47		0.61		化学制药	54200--		22.80		22.39		23.38		22.40		22.51		22.53		160.4		5.77		25500		9900		+43.66		4.38		68,346,804	12787.05	5345		559		1421942		1567908		3601600000	900400000	--		
SZ002899	英派斯		+1.08		27.09		+0.29		--		0.07		619756		2.07		0.42		家用轻工	10400--		26.80		26.80		27.15		26.60		27.09		27.10		135.7		3.40		5200		200		-25.95		2.05		16,713,530	18206.46	918		675		306044		313712		3250800000	812700000	--		
SZ002900	哈三联		+0.98		32.00		+0.31		--		0.42		5486105		10.40		0.99		化学制药	77400--		31.70		31.69		33.30		31.70		31.98		32.00		27.20		3.56		100		10700		-83.25		5.05		177,999,340	14293.69	12453		441		2638044		2848061		6754134400	1688534400	--		
SZ002901	大博医疗	+5.80		39.97		+2.19		--		1.15		3872662		9.66		0.86		医疗器械服务	69800--		37.50		37.78		40.40		37.50		39.97		39.98		58.29		12.34		33400		6500		+13.35		7.68		152,679,010	17861.37	8548		453		2191514		1681148		15991997000	1602701072	--		
SZ002903	宇环数控	+4.48		43.65		+1.87		--		0.48		3887775		15.55		0.82		通用设备	67000--		42.36		41.78		43.85		41.40		43.65		43.66		90.02		6.98		20600		4800		+18.51		5.86		167,674,120	17163.90	9769		398		2076149		1811626		4365000000	1091250000	--		
SZ002907	华森制药	+0.14		36.14		+0.05		--		-0.38		3446622		8.60		0.60		化学制药	59400--		36.20		36.09		37.41		36.12		36.14		36.15		122.7		19.30		43400		8000		-18.74		3.57		126,149,268	13864.08	9099		379		1614366		1832256		14458168400	1447768400	--		
SZ002908	德生科技	-1.86		34.87		-0.66		--		-0.32		6376342		19.13		0.48		计算机应用	215114--	36.00		35.53		36.75		34.65		34.87		34.88		150.1		7.36		32086		12100		+72.25		5.91		227,379,400	15069.22	15089		423		2785586		3590756		4649565800	1162565800	--		
SZ002912	中新赛克	-0.72		129.05		-0.93		--		0.52		1467028		8.78		0.81		计算机应用	16600--		132.00		129.98		133.60		126.10		129.05		129.10		736.0		7.54		2600		100		+54.74		5.77		190,360,570	32341.25	5886		249		635876		831152		8607635000	2155135000	--		
SZ002913	奥士康		-4.33		42.82		-1.94		--		-1.83		6329791		17.58		0.70		半导体及元件	138200--	44.84		44.76		45.33		42.08		42.81		42.82		34.20		3.07		2200		17500		-25.71		7.26		274,879,660	19475.67	14114		448		2654380		3675411		6168306640	1542076660	--		
SZ002919	名臣健康	+0.45		35.36		+0.16		--		2.79		4740293		23.28		0.83		化学制品	150600--	35.20		35.20		36.30		34.51		35.35		35.36		82.78		5.27		11900		21600		-37.68		5.09		167,776,660	16765.93	10007		474		2315181		2425112		2879146629	719929600	--		
SZ002923	润都股份	+2.84		43.49		+1.20		--		0.41		3095291		12.38		1.01		化学制药	64000--		42.50		42.29		44.00		42.20		43.48		43.49		54.47		5.09		2200		1100		-2.38		4.26		134,425,460	18981.28	7082		437		1684259		1411032		4349000000	1087250000	--		
SZ300003	乐普医疗	+2.79		36.90		+1.00		--		-0.07		22272813	1.58		1.58		医疗器械服务	351400--	36.05		35.90		38.91		36.05		36.90		36.92		54.21		10.65		2400		100		+6.90		7.97		840,898,080	34944.24	24064		926		10901473	11371340	65742992010	52087907160	--		
SZ300007	汉威科技	-2.83		14.79		-0.43		--		-0.58		9974562		4.43		1.03		仪器仪表	133900--	15.40		15.22		15.67		14.73		14.79		14.80		46.16		3.05		2000		14000		-3.00		6.18		151,225,330	19770.60	7649		1304		4089074		5885488		4333807360	3330691435	--		
SZ300009	安科生物	+3.71		27.68		+0.99		--		0.43		16128683	3.50		1.38		生物制品	187400--	26.97		26.69		28.20		26.81		27.67		27.68		82.80		11.33		900		82742		-51.84		5.21		444,917,720	22720.75	19582		824		8262958		7865725		19721485152	12761030278	--		
SZ300010	立思辰		+2.10		14.11		+0.29		--		-0.03		14386168	2.24		0.77		计算机应用	232500--	13.71		13.82		14.16		13.71		14.11		14.12		173.1		2.24		63500		53900		-46.84		3.26		201,267,840	23118.29	8706		1652		7643120		6743048		12318886477	9065741458	--		
SZ300012	华测检测	-0.83		4.76		-0.04		--		0.01		9363114		0.635		0.77		综合		41900--		4.87		4.80		4.87		4.70		4.76		4.77		亏损		3.20		85500		198400		-5.69		3.54		44,539,617	8976.14		4962		1887		3482928		5880186		7889846132	7018772796	--		
SZ300015	爱尔眼科	+5.86		47.00		+2.60		--		0.05		9867632		0.810		1.15		医疗器械服务	208800--	44.66		44.40		47.12		44.42		46.99		47.00		86.22		13.67		23200		35190		+24.78		6.08		455,589,410	28155.83	16181		610		5446611		4421021		74691492900	57246879840	--		
SZ300017	网宿科技	-1.13		13.15		-0.15		--		-0.17		67498191	4.20		0.81		通信设备	431454--	13.41		13.30		13.46		12.60		13.14		13.15		36.75		3.91		36900		127211		-60.21		6.47		879,982,870	17104.32	51448		1312		31546873	35951318	31982907945	21128445585	--		
SZ300018	中元股份	+1.06		6.66		+0.07		--		0.09		6377527		1.84		0.76		电气设备	66200--		6.59		6.59		6.77		6.58		6.66		6.67		150.4		2.15		93200		36900		-7.97		2.88		42,534,547	15800.35	2692		2369		3105235		3272292		3244196156	2304851575	--		
SZ300020	银江股份	-0.41		12.12		-0.05		--		-0.23		16634271	2.69		0.58		计算机应用	269600--	12.27		12.17		12.41		11.95		12.12		12.13		37.07		2.51		28200		3400		+37.38		3.78		202,813,240	21610.36	9385		1772		7444260		9190011		7948163771	7498176047	--		
SZ300021	大禹节水	+3.34		6.81		+0.22		--		0.32		10930625	1.67		1.37		农业服务	117800--	6.59		6.59		6.86		6.59		6.80		6.81		29.47		3.77		125600		77100		-21.35		4.10		73,779,047	14061.19	5247		2083		6140675		4789950		5430026299	4450209287	--		
SZ300023	宝德股份	+0.18		11.27		+0.02		--		0.06		1057603		0.806		0.59		保险及其他	17200--		11.21		11.25		11.37		11.10		11.27		11.28		亏损		3.32		8800		6400		-51.45		2.40		11,862,845	13714.27	865		1223		498315		559288		3562523411	1478160183	--		
SZ300024	机器人		+2.36		19.94		+0.46		--		0.11		26147086	1.73		0.80		通用设备	275700--	19.59		19.48		20.09		19.32		19.93		19.94		127.8		5.20		26900		122639		-37.27		3.95		516,844,720	24442.88	21145		1237		13770949	12376137	31111177624	30181897852	--		
SZ300025	华星创业	+2.76		5.21		+0.14		--		-0.33		20478711	5.26		1.90		通信设备	192200--	5.08		5.07		5.28		4.98		5.20		5.21		亏损		3.06		433700		9300		+26.61		5.92		105,791,711	15067.90	7021		2917		10170442	10308269	2232644218	2028983494	--		
SZ300026	红日药业	+1.78		4.00		+0.07		--		-0.06		8779105		0.367		0.97		中药		140900--	3.94		3.93		4.01		3.94		3.98		4.00		18.05		1.85		121100		89200		-2.21		1.78		34,945,625	6087.03		5741		1529		6221910		2557195		12044219200	9560800800	--		
SZ300034	钢研高纳	-1.63		11.44		-0.19		--		-0.20		6817844		1.62		0.73		通用设备	68000--		11.69		11.63		11.79		11.16		11.44		11.45		59.26		3.52		7240		34402		-32.55		5.42		77,636,569	18436.61	4211		1619		2635971		4181873		4830381670	4817777422	--		
SZ300036	超图软件	+3.00		19.60		+0.57		--		0.61		15202334	4.61		0.84		计算机应用	230200--	19.30		19.03		19.78		18.50		19.60		19.61		172.5		4.85		23000		1100		+69.88		6.73		294,367,880	23305.19	12631		1204		7545426		7656908		8810932452	6469079568	--		
SZ300041	回天新材	+1.10		10.12		+0.11		--		-0.07		1709200		0.661		0.53		化学制品	38000--		10.08		10.01		10.15		10.02		10.11		10.12		17.24		2.22		8400		6100		-8.38		1.30		17,247,181	14641.07	1178		1451		844600		864600		4308209589	2616884855	--		
SZ300044	赛为智能	+1.03		18.65		+0.19		--		-0.55		14996547	6.22		0.81		计算机应用	297600--	18.46		18.46		18.72		18.20		18.64		18.65		48.27		3.51		70800		37700		+19.33		2.82		278,019,430	21786.65	12761		1175		7293209		7703338		8066381624	4496540737	--		
SZ300045	华力创通	-0.46		12.98		-0.06		--		0.07		16661314	4.65		0.93		计算机设备	128907--	13.25		13.04		13.67		12.40		12.98		12.99		亏损		4.58		13493		2100		-37.39		9.74		218,675,270	17808.88	12279		1357		8255293		8406021		7993569322	4651210366	--		
SZ300046	台基股份	+1.90		21.40		+0.40		--		0.25		13833418	9.74		1.12		半导体及元件	202308--	21.80		21.00		22.99		21.00		21.40		21.41		32.78		3.53		21792		12500		-66.05		9.48		303,305,630	19886.29	15252		907		6676055		7157363		3040512000	3040512000	--		
SZ300047	天源迪科	+1.53		15.89		+0.24		--		0.02		4335839		1.59		0.55		计算机应用	67900--		15.82		15.65		16.03		15.50		15.89		15.90		310.0		2.24		3400		99800		-60.95		3.39		68,614,657	12664.20	5418		800		2054378		2281461		6351825220	4329612019	--		
SZ300051	三五互联	-3.11		10.90		-0.35		--		-0.54		13926401	5.68		0.76		计算机应用	224100--	11.36		11.25		11.46		10.77		10.90		10.91		87.49		4.05		36400		28485		+50.59		6.13		154,063,210	15488.41	9947		1400		5642349		8284052		4006944313	2673777848	--		
SZ300052	中青宝		+2.94		14.34		+0.41		--		0.56		11293099	4.34		1.47		通信服务	177000--	14.04		13.93		14.55		13.95		14.34		14.35		65.17		4.87		74400		34200		-7.28		4.31		162,091,690	16990.74	9540		1184		5984437		5308662		3743293524	3731334824	--		
SZ300053	欧比特		-1.98		15.37		-0.31		--		-0.70		25926240	5.57		0.73		半导体及元件	412000--	15.98		15.68		16.06		15.19		15.36		15.37		119.1		3.43		20400		435100		-64.02		5.55		404,134,900	24240.34	16672		1555		12434276	13491964	10792171688	7148295892	--		
SZ300054	鼎龙股份	-0.89		11.12		-0.10		--		-0.24		18478067	2.78		0.61		化学制品	291870--	11.42		11.22		11.50		10.91		11.12		11.13		54.84		2.94		35530		4700		+26.20		5.26		206,890,990	18265.29	11327		1631		7993884		10484183	10686497920	7394639983	--		
SZ300059	东方财富	+2.43		14.33		+0.34		--		0.20		218137000	5.28		1.34		证券		3088810--	14.14		13.99		14.58		13.97		14.33		14.34		61.24		4.92		459405		598732		+19.62		4.36		3,128,022,800	35578.46	87919		2481		110506044	107630956	73749856581	59237444279	--		
SZ300065	海兰信		+1.01		16.92		+0.17		--		-0.21		5325946		1.94		0.63		计算机设备	78800--		16.90		16.75		17.14		16.65		16.92		16.94		52.16		4.94		4300		10500		+61.64		2.93		90,234,982	16087.53	5609		950		2694913		2631033		6130809212	4636849014	--		
SZ300068	南都电源	+0.84		15.63		+0.13		--		0.10		7781200		1.30		0.91		电气设备	156200--	15.65		15.50		15.68		15.40		15.63		15.64		25.33		2.20		9400		24100		-52.61		1.81		121,029,295	31600.34	3830		2032		3303920		4477280		13674595877	9338221181	--		
SZ300070	碧水源		+5.00		18.49		+0.88		--		0.46		48861219	2.40		1.99		环保工程	1029800--	17.70		17.61		18.49		17.70		18.48		18.49		93.92		3.18		225400		331395		-59.14		4.49		894,015,470	24381.35	36668		1333		29857001	19004218	58099019140	37692116464	--		
SZ300075	数字政通	-0.58		17.05		-0.10		--		-0.25		9732201		3.55		0.63		计算机应用	101300--	17.30		17.15		17.38		16.62		17.05		17.06		106.9		3.52		5800		1200		-46.29		4.43		165,314,390	15753.23	10494		927		4192027		5540174		7239888816	4669380689	--		
SZ300076	GQY视讯		+1.72		5.32		+0.09		--		-0.07		15297591	4.15		1.18		光学光电子	232200--	5.29		5.23		5.47		5.26		5.32		5.33		15.23		2.19		80400		20900		+11.58		4.02		82,168,685	13523.48	6076		2518		8300855		6996736		2255680000	1959007487	--		
SZ300077	国民技术	-9.26		11.37		-1.16		--		-2.63		106288446	19.60		0.71		半导体及元件	992326--	12.55		12.53		12.68		11.28		11.37		11.38		108.9		2.52		364674		98000		+32.52		11.17		1,238,367,470	14417.56	85893		1237		43647168	62641278	6405778410	6167277879	--		
SZ300078	思创医惠	-1.35		12.43		-0.17		--		-0.10		15765196	3.05		0.61		其他电子	283300--	12.65		12.60		12.80		12.30		12.43		12.44		111.4		4.83		2000		37700		+44.11		3.97		198,219,320	14706.88	13478		1170		7294831		8470365		10042014652	6420139375	--		
SZ300079	数码科技	+0.48		4.19		+0.02		--		-0.10		21513049	1.78		0.48		计算机应用	252200--	4.21		4.17		4.23		4.11		4.19		4.20		27.55		1.64		79188		429200		-43.98		2.88		89,844,612	14986.59	5995		3588		9599796		11913253	5772956441	5062804277	--		
SZ300081	恒信东方	+3.05		12.18		+0.36		--		0.02		3318445		1.05		0.77		通信设备	25900--		12.05		11.82		12.32		11.92		12.17		12.18		10.78		2.69		20778		28700		-44.13		3.38		40,413,510	11445.34	3531		940		1873106		1445339		6464265578	3844782404	--		
SZ300085	银之杰		+0.52		15.48		+0.08		--		0.03		5843230		1.49		0.70		计算机应用	81730--		15.39		15.40		15.64		15.05		15.48		15.50		亏损		8.38		6270		9200		+28.77		3.83		89,782,347	12131.11	7401		790		2708501		3134729		10938795559	6074890240	--		
SZ300087	荃银高科	+0.09		11.14		+0.01		--		0.09		2889769		0.837		0.79		种植业与林业	27900--		11.13		11.13		11.17		10.90		11.10		11.14		194.4		6.33		6000		143957		-93.29		2.43		31,865,093	21574.20	1477		1957		2057308		832461		4705326011	3844107093	--		
SZ300091	金通灵		+2.82		16.03		+0.44		--		0.08		5420118		1.53		1.36		通用设备	81300--		15.80		15.59		16.19		15.63		16.02		16.03		50.40		6.03		11600		10700		-65.35		3.59		86,647,159	29643.23	2923		1854		3316955		2103163		8906250367	5684140057	--		
SZ300094	国联水产	+2.14		7.64		+0.16		--		0.04		3830551		0.514		0.87		养殖业		105300--	7.51		7.48		7.65		7.40		7.63		7.64		15.58		2.94		24600		126900		-55.96		3.34		28,943,515	17866.37	1620		2365		2355059		1475492		5988580537	5693559874	--		
SZ300098	高新兴		+1.98		14.42		+0.28		--		0.03		15677489	2.69		0.96		通信设备	212200--	14.25		14.14		14.53		14.10		14.42		14.43		35.04		3.27		69000		43700		-1.38		3.04		224,847,800	16807.28	13378		1172		8327647		7349842		16942471854	8411532513	--		
SZ300101	振芯科技	-0.33		18.30		-0.06		--		0.40		33322692	6.06		0.80		国防军工	296600--	18.75		18.36		18.92		17.50		18.29		18.30		99.31		10.78		37400		70600		-2.76		7.73		611,323,430	17622.47	34690		961		15835153	17487539	10174800000	10055132823	--		
SZ300102	乾照光电	-2.62		8.18		-0.22		--		-0.46		21048120	3.08		0.68		光学光电子	210300--	8.43		8.40		8.50		8.10		8.18		8.19		30.96		2.12		178400		25900		+36.12		4.76		173,661,560	15409.19	11270		1868		7859153		13188967	5860179076	5582743169	--		
SZ300107	建新股份	-2.42		10.07		-0.25		--		-0.30		23259172	7.10		0.66		化学制品	479300--	10.40		10.32		10.49		10.03		10.07		10.08		12.09		5.01		135300		15500		+53.14		4.46		237,730,130	17111.50	13893		1674		10970624	12288548	5505556196	3298327699	--		
